,project_id,station_lat,station_lon,Middepth_m,slope,intercept,r_val,p_val
0,3315,74.5,80.5,12.4995,-0.7554079764061193,11.264403605211179,-0.5025757321496448,0.020236090691832725
1,3315,75.5,78.5,12.4995,0.34442346697253934,7.615459392055761,0.25045767439246897,0.36794123663806955
2,3315,75.5,79.5,12.4995,-0.6747689794954167,9.836740054302679,-0.3668454777980675,0.14750430541803647
3,3315,75.5,80.5,12.4995,-0.701318991418262,9.492469581052259,-0.374164174892699,0.15336810649325716
4,3315,76.5,131.5,12.4995,,,0.0,
5,3315,76.5,76.5,12.4995,0.7234163006207971,5.956842778959368,0.37513708242889,0.18628001223542753
6,3315,76.5,77.5,12.4995,0.5072574908526665,7.495060792559121,0.26114206400727025,0.3113412892049881
7,3315,76.5,78.5,12.4995,0.5008505674600652,6.917354434638419,0.32294598854183737,0.2061120643857031
8,3315,77.5,108.5,12.4995,0.2949510133184965,6.672539887094474,0.17772603866230938,0.4949659801817452
9,3315,77.5,109.5,12.4995,0.5467219910108992,6.467794494453402,0.2546294916686758,0.34124232482444705
10,3315,77.5,110.5,12.4995,0.5943342337810882,6.708142414418803,0.3108878320127511,0.24119493198588005
11,3315,77.5,111.5,12.4995,-0.27652597603923323,8.04095499344346,-0.1758466996423998,0.49961245453994685
12,3315,77.5,114.5,12.4995,0.41833150684311127,7.3860837188170665,0.3213090871548266,0.19355472448224476
13,3315,77.5,115.5,12.4995,-0.09934352419011003,8.326571147059322,-0.05870305918604667,0.8290267861955413
14,3315,77.5,116.5,12.4995,-0.20574597993628488,9.201469590029223,-0.19270374465647988,0.42929310223711425
15,3315,77.5,117.5,12.4995,0.10563827780985309,8.160492597701742,0.12631611502815956,0.6290338508582878
16,3315,77.5,118.5,12.4995,-0.5421687837824395,9.020506580691231,-0.4662117037925911,0.05115739454541978
17,3315,77.5,119.5,12.4995,-0.038816167466269105,7.802466058017305,-0.0462072203837484,0.8602164758723821
18,3315,77.5,120.5,12.4995,-0.36369412144458435,8.31900706018576,-0.38556729727546485,0.11406065688919428
19,3315,77.5,121.5,12.4995,-0.4041089402123939,7.708937434080567,-0.32869230803569743,0.19769152778398702
20,3315,77.5,122.5,12.4995,0.6850971847452354,5.6495179908302005,0.47153143681694903,0.14315025088650762
21,3315,77.5,123.5,12.4995,1.1221025012223602,3.3092346333984444,1.0,0.0
22,3315,77.5,127.5,12.4995,0.8436426276198574,3.7573454252093788,0.9991032266700666,0.026963044183162282
23,3315,77.5,75.5,12.4995,1.1121253254707946,3.799326122511054,0.8579351379690756,0.028840030822565903
24,3315,77.5,76.5,12.4995,-0.1926987928981794,7.961405635687044,-0.09431980497659598,0.7187924723330276
25,3315,77.5,90.5,12.4995,0.6168563330171314,5.565441472427807,0.6585757075583711,0.010434217109306884
26,3315,78.5,111.5,12.4995,0.7107049822013479,5.286215479418635,0.3729994268549383,0.23240443700000682
27,3315,78.5,112.5,12.4995,0.5728880843322486,6.5189818877647845,0.38553923214390245,0.11408924187302445
28,3315,78.5,113.5,12.4995,0.34079565486636015,7.060404962269619,0.2704906655186119,0.2626978784977452
29,3315,78.5,115.5,12.4995,0.3095559890325323,7.515319381205272,0.15289776245948275,0.5447147722745777
30,3315,78.5,116.5,12.4995,0.024912250001028816,8.33591183888999,0.014269347875581768,0.955185720539085
31,3315,78.5,117.5,12.4995,-0.06942458474597561,8.461244238430329,-0.04160519497722639,0.8697991026909297
32,3315,78.5,118.5,12.4995,0.44495221641551447,5.859040799443939,0.23555619245269355,0.3980288063428705
33,3315,78.5,75.5,12.4995,0.47933238004965184,5.536248174209092,0.38521456051863184,0.216243821356454
34,3315,78.5,76.5,12.4995,0.788752901679268,5.463143742778197,0.4089298638072334,0.1868620634686092
35,3315,78.5,77.5,12.4995,0.4660517841064866,6.252303757909391,0.28650325830105217,0.3005443694185717
36,3315,78.5,78.5,12.4995,-0.5349308898338813,7.831778734966247,-0.4017842901829874,0.19543858200404435
37,3315,78.5,79.5,12.4995,1.3156787132818115,5.41288766360742,0.52758899409071,0.06388545035459585
38,3315,78.5,80.5,12.4995,0.7104127345498937,5.408000484715754,0.39942560399750915,0.15710075253821001
39,3315,78.5,81.5,12.4995,0.26419209001945276,6.489737967540308,0.19563332321574115,0.46776621689668274
40,3315,78.5,82.5,12.4995,0.01798538884534589,6.121751207507058,0.018236180670172894,0.9551417926226908
41,3315,78.5,83.5,12.4995,0.7664581006607294,5.321222338380866,0.4323431736948478,0.16041803001162463
